,index,Unnamed: 0,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Sentiment
13,13,14,@RCNieves: #COVID19 #coronavirus #coronavirususa #coronaviruspandemic #coronavirus2020 #CoronaOutbreak #CoronavirusLockdown https://t.co…,False,0.0,,2020-05-09 22:07:37,False,,1259243652964061184,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Rakiionex,1.0,True,False,,,Negative
14,14,15,"…he wrote Jan. 23. “My phones ringing now, don’t ‘need’ government business. I’m letting know… https://t.co/GUMgVdIAfY",False,0.0,,2020-05-09 22:06:54,True,,1259243475561635840,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kahruveldesign,1.0,False,False,,,Negative
15,15,16,#COVID19NL #Covid19Usa #Corona #CoronaVirusUsa #StayHome #BlijfThuis @realDonaldTrumpð_x009f_¤ª https://t.co/sfNsCe0,False,0.0,,2020-05-09 22:06:10,False,,1259243288227385345,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kroon125,0.0,False,False,,,Negative
16,16,17,#COVID19 #coronavirus #coronavirususa #coronaviruspandemic #coronavirus2020 #CoronaOutbreak #CoronavirusLockdown https://t.co/zlydgJsGR3,False,0.0,,2020-05-09 22:05:21,False,,1259243082446303233,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RCNieves,0.0,False,False,,,Negative
17,17,18,#COVID19 #coronavirus #coronavirususa #coronaviruspandemic #coronavirus2020 #CoronaOutbreak #CoronavirusLockdown https://t.co/XMwCeBcvDy,False,1.0,,2020-05-09 22:04:48,False,,1259242945095495680,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RCNieves,1.0,False,False,,,Negative
18,18,19,"@bible_journey: Need #strength cope #stress &amp; #anxiety? Discover #goodnews God, loving heavenly father #Today",False,0.0,,2020-05-09 22:04:12,False,,1259242793861603330,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bible_journey,1.0,True,False,,,Positive
19,19,20,YES!!!ð_x009f_¥³ George Carlin #Germs #Immune System https://t.co/XtzTPZPqGO via @YouTube #COVIDIOTS #Covid_19 #Corona… https://t.co/VtOa5xv,False,0.0,,2020-05-09 22:00:35,True,,1259241885618581505,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FamilyArtLove,0.0,False,False,,,Negative
20,20,21,@W7VOA: #CoronavirusUSA @CDCgov https://t.co/o5CjsMT9Re,False,0.0,,2020-05-09 21:58:21,False,,1259241321862029313,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benjones1k,2.0,True,False,,,Negative
21,21,22,#CoronavirusUSA @CDCgov https://t.co/o5CjsMT9Re,False,6.0,,2020-05-09 21:57:47,False,,1259241180665196545,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",W7VOA,2.0,False,False,,,Negative
22,22,23,@AnthonyMSeoane: Being Responsible! I'm wearing big frame hipster glasses pair fog,False,0.0,,2020-05-09 21:57:15,False,,1259241043729485830,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AnthonyMSeoane,1.0,True,False,,,Positive
23,23,24,@scandalo_alsole: Lots new fabrics stock! Check face masks #usaflu #coronavirus #coronausa #usa #CoronaOutbreak #stayhome,False,0.0,,2020-05-09 21:57:12,False,,1259241032291692546,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",scandalo_alsole,1.0,True,False,,,Positive
24,24,25,test kits covid19 inaccurate seem made #Covid19usa #Corona #COVID__19 #virus #TestKitScam… https://t.co/HTTCiEQKkc,False,0.0,,2020-05-09 21:55:24,True,,1259240578379726848,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DRERRYS1,0.0,False,False,,,Negative
25,25,26,#coronadictatorship #CoronavirusUSA #CoronavirusLiar #CoronaVirusHoax https://t.co/EsaOEoDn4v,False,0.0,,2020-05-09 21:54:46,False,,1259240421118574595,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TLCL1964,0.0,False,False,,,Negative
26,26,27,"@errinspelling: Maybe person ""dismantled entire pandemic response team 2018"" charged murder pe…",False,0.0,,2020-05-09 21:52:41,False,,1259239895941464070,,"<a href=""http://ctrlq.org"" rel=""nofollow"">my first little bot</a>",v2_lawblog,44.0,True,False,,,Negative
27,27,28,"@errinspelling: Maybe person ""dismantled entire pandemic response team 2018"" charged murder pe…",False,0.0,,2020-05-09 21:52:09,False,,1259239761639665664,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Archaeologist03,44.0,True,False,,,Negative
28,28,29,@WilsonShilo: #Trump #TrumpCrimeSyndicate #TrumpCrimeFamily @realDonaldTrump #realDonaldTrump #CoronavirusUSA https://t.co/fSm1aXVV0n,False,0.0,,2020-05-09 21:48:54,False,,1259238942412603396,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",whatisaidis,2.0,True,False,,,Negative
29,29,30,#sobatambyarberduka #sobatambyar #SobatAmbyarBerduka #coronavirususa #SolarOpposites #JConLockDown4 https://t.co/jOjrd0ZVIJ,False,0.0,,2020-05-09 21:45:14,False,,1259238021473263616,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DRERRYS1,0.0,False,False,,,Negative
30,30,31,#truthfullyspeaking #COVID19 #coronavirus #coronavirususa #coronaviruspandemic #coronavirus2020 #CoronaOutbreak… https://t.co/JlbyerWadl,False,0.0,,2020-05-09 21:43:46,True,,1259237653523820544,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RCNieves,0.0,False,False,,,Negative
31,31,32,ð_x009f__x0091__x008f_ð_x009f__x0091__x008f_ð_x009f__x0091__x008f_ð_x009f__x0091__x008f_ð_x009f__x0091__x008f_ #CoronavirusPandemic #covid19 #COVID19Pandemic #coronavirus #Covid19usa #CoronavirusUSA https://,False,1.0,,2020-05-09 21:37:57,False,,1259236189267263491,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lalytatweets,0.0,False,False,,,Negative
32,32,33,"Barrack #Obama condamne fermement gestion crise par Trump point s'investir dans campagne. ""dé… https://t.co/0nTeDOyc8y",False,3.0,,2020-05-09 21:37:28,True,,1259236067867320320,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MVPolitique,0.0,False,False,,,Negative
33,33,34,@W7VOA: #Election2020 #CoronavirusUSA https://t.co/AFzsWMZr7y,False,0.0,,2020-05-09 21:37:03,False,,1259235963789697024,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benjones1k,6.0,True,False,,,Negative
34,34,35,"@W7VOA: Middle seats flights supposed ""automatically blocked,"" according @united. #aviation #CoronavirusUSA https://t.co…",False,0.0,,2020-05-09 21:36:35,False,,1259235845158006785,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benjones1k,41.0,True,False,,,Negative
35,35,36,@W7VOA: #CoronavirusUSA https://t.co/SNNwZWpXyc,False,0.0,,2020-05-09 21:36:11,False,,1259235745178324995,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benjones1k,9.0,True,False,,,Negative
36,36,37,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 21:36:00,False,,1259235697220706304,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",benjones1k,14.0,True,False,,,Positive
37,37,38,"#CoronavirusUSA #Coronavirus #NewJerseyCoronavirus NJ, Texas, Kentucky, California https://t.co/Y2aKw0z4qh",False,0.0,,2020-05-09 21:35:21,False,,1259235533588488193,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JosephCognard,0.0,False,False,,,Negative
38,38,39,"#CoronavirusUSA #Coronavirus #NewYorkCoronavirus New York, Rhode Island, Georgia, South Carolina. Not sure dea… https://t.co/n4zSSLofn6",False,1.0,,2020-05-09 21:33:43,True,,1259235123003830272,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JosephCognard,0.0,False,False,,,Negative
39,39,40,"Coronavirus Alemania, España, Estados Unidos, Inglaterra, Italia Rusia. Casos detectados muertes. (últimos https://t.co/OlgtCjNBg9",False,0.0,,2020-05-09 21:33:05,True,,1259234963658022913,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",animalautoctono,0.0,False,False,,,Negative
40,40,41,@NickBryantNY: Poverty propagator pandemic. Hardship super-spreader report New York subwa…,False,0.0,,2020-05-09 21:32:32,False,,1259234825480728576,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",earthiswarming,26.0,True,False,,,Positive
41,41,42,#ДэвидАйк #DavidIcke #DavidVaughanIcke #5G #страх #fear #коронавирус #короновирус #coronavirus #coronavirususa… https://t.co/sZebP4axMS,False,0.0,AlbaIgnisLegio,2020-05-09 21:29:02,True,1.2329761239418593e+18,1259233945100718082,7.079803744381911e+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlbaIgnisLegio,0.0,False,False,,,Negative
42,42,43,#COVID19SouthAfrica #CoronavirusUSA #COVIDIOTS #COVIDー19 #COVID19 #Covid48 #coronavirus #coronavirusinindia… https://t.co/Hz5xNqnkhJ,False,0.0,,2020-05-09 21:28:39,True,,1259233847541207040,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",g_ravish,0.0,False,False,,,Negative
43,43,44,@PsyopsMatter: #5Gnotsafe #5G #5g #plandemic #EnEmergenciaPido #Hospitals #filmyourhospitals #FilmYourHospital #UribistaCompraUribis…,False,0.0,,2020-05-09 21:20:21,False,,1259231760803663875,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",scoopnudger,3.0,True,False,,,Negative
44,44,45,@Whit0517: Americans ready this.. y’all sooo quick want open country back upð_x009f__x0098_©... #CoronavirusUSA https://t.co/wI,False,0.0,,2020-05-09 21:17:38,False,,1259231077060788225,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sgego1,9.0,True,False,,,Positive
45,45,46,"@Mamaleh3: guess like old saying: lie Nazis, get #COVIDー19. #KatieMiller #StephenMiller #Cor…",False,0.0,,2020-05-09 21:16:51,False,,1259230878070259712,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kathy_evs,29.0,True,False,,,Positive
46,46,47,"@WilsonShilo: Live Let Die, Trump-Style https://t.co/OUkQC4KTV1 #TrumpLiesAmericansDie @realDonaldTrump #realDonaldTrump #TrumpCrime…",False,0.0,,2020-05-09 21:15:48,False,,1259230614978465793,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",msniklaus,1.0,True,False,,,Positive
47,47,48,BBC News Coronavirus: Obama calls response 'chaotic disaster' https://t.co/QuauleRKne @BarackObama… https://t.co/ETHuEMyLjB,False,3.0,,2020-05-09 21:14:39,True,,1259230326674485248,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilsonShilo,0.0,False,False,,,Negative
48,48,49,@Alyssa_Milano Hey #COVID19 killing people 69! People collect retired The majority… https://t.co/GyCVq1JxJp,False,0.0,Alyssa_Milano,2020-05-09 21:13:49,True,1.2588511683834634e+18,1259230115273347073,26642006.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PoshMePretty,0.0,False,False,,,Negative
49,49,50,@WilsonShilo: #Trump #TrumpCrimeSyndicate #TrumpCrimeFamily @realDonaldTrump #realDonaldTrump #CoronavirusUSA https://t.co/fSm1aXVV0n,False,0.0,,2020-05-09 21:12:06,False,,1259229684849573891,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",maltitzumom,2.0,True,False,,,Negative
50,50,51,"Live Let Die, Trump-Style https://t.co/OUkQC4KTV1 #TrumpLiesAmericansDie @realDonaldTrump #realDonaldTrump… https://t.co/7XTkv80EK6",False,1.0,,2020-05-09 21:11:29,True,,1259229529945436162,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilsonShilo,1.0,False,False,,,Positive
51,51,52,"@PahlaviReza: Fear spreading yet another crime humanity regime, time inside prisons. The Islamic Republic…",False,0.0,,2020-05-09 21:09:50,False,,1259229111228170245,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dizag_p,719.0,True,False,,,Negative
52,52,53,"@PahlaviReza: During Aban month nationwide #IranProtests, regime reportedly killed 1,500 Iranians detained 7,000 more. Over…",False,0.0,,2020-05-09 21:09:48,False,,1259229102453788673,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dizag_p,1736.0,True,False,,,Positive
53,53,54,One-Third All U.S. #CoronavirusUSA Deaths Are Nursing Home Residents Workers https://t.co/DQlyNxraDZ,False,0.0,,2020-05-09 21:09:39,False,,1259229068064550913,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilsonShilo,0.0,False,False,,,Negative
54,54,55,@lightscameraatx: What mostly watching #COVID19Pandemic? #COVID #COVIDー19 #Covid_19 #QuarantineLife #CoronavirusUSA…,False,0.0,,2020-05-09 21:09:12,False,,1259228952931045379,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lightscameraatx,1.0,True,False,,,Positive
55,55,56,#Trump #TrumpCrimeSyndicate #TrumpCrimeFamily @realDonaldTrump #realDonaldTrump #CoronavirusUSA https://t.co/fSm1aXVV0n,False,1.0,,2020-05-09 21:08:42,False,,1259228829203066880,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilsonShilo,2.0,False,False,,,Negative
56,56,57,"@NickBryantNY: One, alas, history books -the front page The New York Times today #CoronavirusUSA #coronavirus https://t.co/Q4…",False,0.0,,2020-05-09 21:07:27,False,,1259228512419852289,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnneMareeGale,22.0,True,False,,,Negative
57,57,58,@bhight3: Hiding corvid19 outbreaks results higher infection rate deaths. #TexasCoronavirus #Floridacoronavirus #Cor…,False,0.0,,2020-05-09 21:05:49,False,,1259228103626362882,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",margo692margo,1.0,True,False,,,Positive
58,58,59,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 21:05:24,False,,1259227995925106689,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",i_resolam,14.0,True,False,,,Positive
59,59,60,@Twitter pole. Vacation scheduled #OuterBanks June 7-14th. go? That question. #coronavirus #CoronavirusUSA,False,0.0,Twitter,2020-05-09 21:05:13,False,,1259227950538506242,783214.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BTMartin28,0.0,False,False,,,Negative
60,60,61,Hiding corvid19 outbreaks results higher infection rate deaths. #TexasCoronavirus… https://t.co/szK2HqtKQV,False,1.0,,2020-05-09 21:05:10,True,,1259227940098719749,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bhight3,1.0,False,False,,,Positive
61,61,62,#COVID19 #COVID19USA #AfricanAmericans #Coronaviruschicago #coronavirususa https://t.co/KclDDbQXkg,False,1.0,,2020-05-09 21:04:39,False,,1259227810230566914,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mtnbvan,0.0,False,False,,,Negative
62,62,63,@DLoesch Governments say liberals lost minds #MAGA #Covid_19 #CoronavirusUSA #CoronaHoax… https://t.co/uw6BB1ghep,False,0.0,DLoesch,2020-05-09 21:03:44,True,1.259222548811784e+18,1259227578025435136,7702542.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RoberRenteria,0.0,False,False,,,Negative
63,63,64,"@Allan78727186: Democrats propose #CoronavirusUSA virus aid send $2,000 Americans month https://t.co/Y8QwYqkAEj @MailOnline",False,0.0,,2020-05-09 21:03:36,False,,1259227543145594882,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",andy999shawca,1.0,True,False,,,Negative
64,64,65,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 21:01:49,False,,1259227097391697920,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bushiemochiboas,14.0,True,False,,,Positive
65,65,66,"Democrats propose #CoronavirusUSA virus aid send $2,000 Americans month https://t.co/Y8QwYqkAEj @MailOnline",False,3.0,,2020-05-09 21:00:57,False,,1259226877958352896,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Allan78727186,1.0,False,False,,,Negative
66,66,67,@rhshearn: message save life @SamuelLJackson #COVID19 #Corona #CoronavirusPandemic #CoronavirusUSA #StayAtHome #Stay…,False,0.0,,2020-05-09 21:00:48,False,,1259226839513530374,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rhshearn,6.0,True,False,,,Negative
67,67,68,#NYC #CoronavirusUSA hospitalizations lowest since lockdown began https://t.co/bqVueoBjBu @MailOnline,False,0.0,,2020-05-09 21:00:07,False,,1259226665604968448,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Allan78727186,0.0,False,False,,,Negative
68,68,69,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 20:59:35,False,,1259226533555834881,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Jadelia,14.0,True,False,,,Positive
69,69,70,@ItsErica0320: Keeping job protecting health health children. I’m fuckin conflicted terrified. need quit…,False,0.0,,2020-05-09 20:57:03,False,,1259225897195970561,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TXTRILL78,1.0,True,False,,,Negative
70,70,71,hope one expects feel sorry them... #CoronavirusUSA #facemask #StayHome https://t.co/CP5mvgKAXC,False,0.0,,2020-05-09 20:53:21,False,,1259224966010228736,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TinaTalking2,0.0,False,False,,,Negative
71,71,72,Rode miles today! $301 bike repair worth it. #CoronavirusUSA #Workingout #bike #Omaha #Trails #Nebraska,False,0.0,,2020-05-09 20:52:48,False,,1259224824775352326,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChrisB892020,0.0,False,False,,,Positive
72,72,73,#Trump HUMILIATES asked #Pence’s press secretary #DonaldTrump #TrumpIsAnIdiot #MAGA #MAGAts… https://t.co/vRe1qNr4ey,False,0.0,,2020-05-09 20:51:06,True,,1259224398290190350,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ForElection2020,0.0,False,False,,,Negative
73,73,74,Three children New York die rare Kawasaki-like disease linked Covid-19 #Covid19 #US #NewYork #Covid_19… https://t.co/kKLmjtS0tl,False,0.0,,2020-05-09 20:50:50,True,,1259224329243549696,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",qatarday,0.0,False,False,,,Positive
74,74,75,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 20:49:46,False,,1259224062766743554,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Herv3Torchet,14.0,True,False,,,Positive
75,75,76,"@GairCynthia: @GOPLeader Trying distract Americans again, Kev? #Trump's lying, delaying, never marshaling real #CoronavirusUS…",False,0.0,,2020-05-09 20:49:15,False,,1259223930872705025,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MeandBailey,8.0,True,False,,,Positive
76,76,77,THIS obvious...I hope followers...his extremely uneducated followers...can pick this. C'mon now...… https://t.co/oAAjnDnkK0,False,0.0,,2020-05-09 20:48:33,True,,1259223754913320960,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TinaTalking2,0.0,False,False,,,Negative
77,77,78,"@frequentbuyer1: often wonder I’ll among 30,000 future #CoronavirusUSA deaths. I’ve already told husband die want…",False,0.0,,2020-05-09 20:47:19,False,,1259223448330604545,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Teri_A_Adams,8.0,True,False,,,Negative
78,78,79,"@W7VOA: #CoronavirusUSA stats: 1.3 million confirmed cases, 78,000 reported fatalities. https://t.co/zM4p7oT85p https://t.co/qChGmRe6uw",False,0.0,,2020-05-09 20:45:42,False,,1259223038630993922,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",infopap,14.0,True,False,,,Positive
79,79,80,"@GspotMMA: America, dumb fuck would feel oppressed boycott schools machine guns masks... ð_x009f__x0099__x0084_ #Coron",False,0.0,,2020-05-09 20:44:11,False,,1259222659591802880,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mediamarketguru,17.0,True,False,,,Negative
80,80,81,"@GairCynthia: @GOPLeader Trying distract Americans again, Kev? #Trump's lying, delaying, never marshaling real #CoronavirusUS…",False,0.0,,2020-05-09 20:43:37,False,,1259222516813438977,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",osbo99336676,8.0,True,False,,,Positive
81,81,82,"The population 330 million people: 1.5 million people #CoronavirusUSA 75,000 people… https://t.co/Npk8M4yPM6",False,0.0,,2020-05-09 20:42:35,True,,1259222257169305600,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FreedomTide,0.0,False,False,,,Negative
82,82,83,@Tracie0313: Please keep nation fight servicemembers front lines #CoronavirusUS…,False,0.0,,2020-05-09 20:38:38,False,,1259221261793792003,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Sandy_cassa,222.0,True,False,,,Negative
83,83,84,#US Positive/Deaths Over 1.300.000 positive ... #COVID19US #CoronavirusUSA #coronavirus #CoronaVirusUpdateusa… https://t.co/6B4CAPMP46,False,0.0,,2020-05-09 20:38:05,True,,1259221121133686786,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",iamalainchivilo,0.0,False,False,,,Positive
84,84,85,"Power People ""End COVID-19 shutdown. Give back country freedoms."" Michael Reagan… https://t.co/537GfOVJ7g",False,0.0,,2020-05-09 20:33:32,True,,1259219976512102400,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Red_N_Right,0.0,False,False,,,Negative
